aoi_id,epoch,route_id,verdict,comment
EVT002_0094,T2,1,PASS,""
EVT002_0094,T2,2,PASS,""
EVT002_0094,T2,3,PASS,""
EVT002_0094,T3,1,PASS,""
EVT002_0094,T3,2,PASS,""
EVT002_0094,T3,3,PASS,""
EVT002_0095,T2,1,PASS,""
EVT002_0095,T2,2,PASS,""
EVT002_0095,T2,3,PASS,""
EVT002_0095,T3,1,PASS,""
EVT002_0095,T3,2,PASS,""
EVT002_0095,T3,3,PASS,""
EVT002_0095,T4,1,PASS,""
EVT002_0095,T4,2,PASS,""
EVT002_0095,T4,3,PASS,""
EVT002_0099,T2,1,PASS,""
EVT002_0099,T2,2,PASS,""
EVT002_0099,T2,3,PASS,""
EVT002_0099,T3,1,PASS,""
EVT002_0099,T3,2,PASS,""
EVT002_0099,T3,3,PASS,""
EVT002_0099,T4,1,PASS,""
EVT002_0099,T4,2,PASS,""
EVT002_0099,T4,3,PASS,""
EVT002_0103,T2,1,PASS,""
EVT002_0103,T2,2,PASS,""
EVT002_0103,T2,3,PASS,""
EVT002_0103,T3,1,PASS,""
EVT002_0103,T3,2,PASS,""
EVT002_0103,T3,3,PASS,""
EVT002_0104,T2,1,PASS,""
EVT002_0104,T2,2,PASS,""
EVT002_0104,T2,3,PASS,""
EVT002_0104,T3,1,PASS,""
EVT002_0104,T3,2,PASS,""
EVT002_0104,T3,3,PASS,""
EVT002_0114,T2,1,FAIL,""
EVT002_0114,T2,2,FAIL,""
EVT002_0114,T2,3,FAIL,""
EVT002_0114,T3,1,FAIL,""
EVT002_0114,T3,2,FAIL,""
EVT002_0114,T3,3,FAIL,""
EVT003_0127,T2,1,PASS,""
EVT003_0127,T2,2,PASS,""
EVT003_0127,T2,3,PASS,""
EVT003_0127,T3,1,PASS,""
EVT003_0127,T3,2,PASS,""
EVT003_0127,T3,3,PASS,""
EVT003_0127,T4,1,PASS,""
EVT003_0127,T4,2,PASS,""
EVT003_0127,T4,3,PASS,""
EVT003_0142,T2,1,,""
EVT003_0142,T2,2,,""
EVT003_0142,T2,3,,""
EVT003_0142,T3,1,,""
EVT003_0142,T3,2,,""
EVT003_0142,T3,3,,""
EVT003_0142,T4,1,,""
EVT003_0142,T4,2,,""
EVT003_0142,T4,3,,""
EVT003_0159,T2,1,,""
EVT003_0159,T2,2,,""
EVT003_0159,T2,3,,""
EVT003_0159,T3,1,,""
EVT003_0159,T3,2,,""
EVT003_0159,T3,3,,""
EVT003_0159,T4,1,,""
EVT003_0159,T4,2,,""
EVT003_0159,T4,3,,""
EVT004_0163,T2,1,,""
EVT004_0163,T2,2,,""
EVT004_0163,T2,3,,""
EVT004_0163,T3,1,,""
EVT004_0163,T3,2,,""
EVT004_0163,T3,3,,""
EVT004_0163,T4,1,,""
EVT004_0163,T4,2,,""
EVT004_0163,T4,3,,""
EVT004_0166,T2,1,,""
EVT004_0166,T2,2,,""
EVT004_0166,T2,3,,""
EVT004_0166,T3,1,,""
EVT004_0166,T3,2,,""
EVT004_0166,T3,3,,""
EVT004_0166,T4,1,,""
EVT004_0166,T4,2,,""
EVT004_0166,T4,3,,""
EVT004_0196,T2,1,,""
EVT004_0196,T2,2,,""
EVT004_0196,T2,3,,""
EVT004_0196,T3,1,,""
EVT004_0196,T3,2,,""
EVT004_0196,T3,3,,""
EVT004_0196,T4,1,,""
EVT004_0196,T4,2,,""
EVT004_0196,T4,3,,""
EVT004_0203,T2,1,,""
EVT004_0203,T2,2,,""
EVT004_0203,T2,3,,""
EVT004_0203,T3,1,,""
EVT004_0203,T3,2,,""
EVT004_0203,T3,3,,""
EVT004_0203,T4,1,,""
EVT004_0203,T4,2,,""
EVT004_0203,T4,3,,""
EVT005_0214,T2,1,,""
EVT005_0214,T2,2,,""
EVT005_0214,T2,3,,""
EVT005_0214,T3,1,,""
EVT005_0214,T3,2,,""
EVT005_0214,T3,3,,""
EVT005_0214,T4,1,,""
EVT005_0214,T4,2,,""
EVT005_0214,T4,3,,""
EVT005_0220,T2,1,,""
EVT005_0220,T2,2,,""
EVT005_0220,T2,3,,""
EVT005_0220,T3,1,,""
EVT005_0220,T3,2,,""
EVT005_0220,T3,3,,""
EVT005_0220,T4,1,,""
EVT005_0220,T4,2,,""
EVT005_0220,T4,3,,""
EVT005_0223,T2,1,,""
EVT005_0223,T2,2,,""
EVT005_0223,T2,3,,""
EVT005_0223,T3,1,,""
EVT005_0223,T3,2,,""
EVT005_0223,T3,3,,""
EVT005_0223,T4,1,,""
EVT005_0223,T4,2,,""
EVT005_0223,T4,3,,""
EVT005_0225,T2,1,,""
EVT005_0225,T2,2,,""
EVT005_0225,T2,3,,""
EVT005_0225,T3,1,,""
EVT005_0225,T3,2,,""
EVT005_0225,T3,3,,""
EVT005_0228,T2,1,,""
EVT005_0228,T2,2,,""
EVT005_0228,T2,3,,""
EVT005_0228,T3,1,,""
EVT005_0228,T3,2,,""
EVT005_0228,T3,3,,""
EVT005_0228,T4,1,,""
EVT005_0228,T4,2,,""
EVT005_0228,T4,3,,""
EVT005_0233,T2,1,,""
EVT005_0233,T2,2,,""
EVT005_0233,T2,3,,""
EVT005_0233,T3,1,,""
EVT005_0233,T3,2,,""
EVT005_0233,T3,3,,""
EVT005_0238,T2,1,PASS,""
EVT005_0238,T2,2,PASS,""
EVT005_0238,T2,3,PASS,""
EVT005_0238,T3,1,PASS,""
EVT005_0238,T3,2,PASS,""
EVT005_0238,T3,3,PASS,""
EVT005_0238,T4,1,PASS,""
EVT005_0238,T4,2,PASS,""
EVT005_0238,T4,3,PASS,""
EVT005_0250,T2,1,PASS,""
EVT005_0250,T2,2,PASS,""
EVT005_0250,T2,3,PASS,""
EVT005_0250,T3,1,PASS,""
EVT005_0250,T3,2,PASS,""
EVT005_0250,T3,3,PASS,""
EVT005_0250,T4,1,PASS,""
EVT005_0250,T4,2,PASS,""
EVT005_0250,T4,3,PASS,""
EVT006_0270,T2,1,PASS,""
EVT006_0270,T2,2,PASS,""
EVT006_0270,T2,3,PASS,""
EVT006_0270,T3,1,PASS,""
EVT006_0270,T3,2,PASS,""
EVT006_0270,T3,3,PASS,""
EVT006_0270,T4,1,PASS,""
EVT006_0270,T4,2,PASS,""
EVT006_0270,T4,3,PASS,""
EVT006_0273,T2,1,,""
EVT006_0273,T2,2,,""
EVT006_0273,T2,3,,""
EVT006_0273,T3,1,,""
EVT006_0273,T3,2,,""
EVT006_0273,T3,3,,""
EVT006_0273,T4,1,,""
EVT006_0273,T4,2,,""
EVT006_0273,T4,3,,""
EVT006_0281,T2,1,PASS,""
EVT006_0281,T2,2,PASS,""
EVT006_0281,T2,3,PASS,""
EVT006_0281,T3,1,PASS,""
EVT006_0281,T3,2,PASS,""
EVT006_0281,T3,3,PASS,""
EVT006_0281,T4,1,PASS,""
EVT006_0281,T4,2,PASS,""
EVT006_0281,T4,3,PASS,""
EVT006_0284,T2,1,,""
EVT006_0284,T3,1,,""
EVT006_0284,T4,1,,""
EVT007_0296,T2,1,PASS,""
EVT007_0296,T3,1,PASS,""
EVT007_0296,T4,1,PASS,""
EVT007_0300,T2,1,,""
EVT007_0300,T3,1,,""
EVT007_0300,T4,1,,""
EVT008_0344,T2,1,,""
EVT008_0344,T2,2,,""
EVT008_0344,T2,3,,""
EVT008_0344,T3,1,,""
EVT008_0344,T3,2,,""
EVT008_0344,T3,3,,""
EVT008_0344,T4,1,,""
EVT008_0344,T4,2,,""
EVT008_0344,T4,3,,""
EVT008_0348,T2,1,PASS,""
EVT008_0348,T2,2,PASS,""
EVT008_0348,T2,3,PASS,""
EVT008_0348,T3,1,PASS,""
EVT008_0348,T3,2,PASS,""
EVT008_0348,T3,3,PASS,""
EVT008_0348,T4,1,PASS,""
EVT008_0348,T4,2,PASS,""
EVT008_0348,T4,3,PASS,""
EVT008_0352,T2,1,FAIL,""
EVT008_0352,T3,1,FAIL,""
EVT008_0352,T4,1,FAIL,""
EVT009_0363,T2,1,,""
EVT009_0363,T2,2,,""
EVT009_0363,T2,3,,""
EVT009_0363,T3,1,,""
EVT009_0363,T3,2,,""
EVT009_0363,T3,3,,""
EVT009_0363,T4,1,,""
EVT009_0363,T4,2,,""
EVT009_0363,T4,3,,""
EVT009_0367,T2,1,,""
EVT009_0367,T2,2,,""
EVT009_0367,T2,3,,""
EVT009_0367,T3,1,,""
EVT009_0367,T3,2,,""
EVT009_0367,T3,3,,""
EVT009_0367,T4,1,,""
EVT009_0367,T4,2,,""
EVT009_0367,T4,3,,""
EVT009_0370,T2,1,,""
EVT009_0370,T2,2,,""
EVT009_0370,T2,3,,""
EVT009_0370,T3,1,,""
EVT009_0370,T3,2,,""
EVT009_0370,T3,3,,""
EVT009_0370,T4,1,,""
EVT009_0370,T4,2,,""
EVT009_0370,T4,3,,""
EVT009_0373,T2,1,PASS,""
EVT009_0373,T2,2,PASS,""
EVT009_0373,T2,3,PASS,""
EVT009_0373,T3,1,PASS,""
EVT009_0373,T3,2,PASS,""
EVT009_0373,T3,3,PASS,""
EVT009_0373,T4,1,PASS,""
EVT009_0373,T4,2,PASS,""
EVT009_0373,T4,3,PASS,""
EVT009_0379,T2,1,,""
EVT009_0379,T2,2,,""
EVT009_0379,T2,3,,""
EVT009_0379,T3,1,,""
EVT009_0379,T3,2,,""
EVT009_0379,T3,3,,""
EVT009_0379,T4,1,,""
EVT009_0379,T4,2,,""
EVT009_0379,T4,3,,""
EVT009_0387,T2,1,,""
EVT009_0387,T2,2,,""
EVT009_0387,T2,3,,""
EVT009_0387,T3,1,,""
EVT009_0387,T3,2,,""
EVT009_0387,T3,3,,""
EVT009_0387,T4,1,,""
EVT009_0387,T4,2,,""
EVT009_0387,T4,3,,""
EVT009_0389,T2,1,,""
EVT009_0389,T2,2,,""
EVT009_0389,T2,3,,""
EVT009_0389,T3,1,,""
EVT009_0389,T3,2,,""
EVT009_0389,T3,3,,""
EVT009_0389,T4,1,,""
EVT009_0389,T4,2,,""
EVT009_0389,T4,3,,""
EVT009_0429,T2,1,,""
EVT009_0429,T2,2,,""
EVT009_0429,T2,3,,""
EVT009_0429,T3,1,,""
EVT009_0429,T3,2,,""
EVT009_0429,T3,3,,""
EVT009_0429,T4,1,,""
EVT009_0429,T4,2,,""
EVT009_0429,T4,3,,""
EVT010_0432,T2,1,,""
EVT010_0432,T2,2,,""
EVT010_0432,T2,3,,""
EVT010_0432,T3,1,,""
EVT010_0432,T3,2,,""
EVT010_0432,T3,3,,""
EVT010_0432,T4,1,,""
EVT010_0432,T4,2,,""
EVT010_0432,T4,3,,""
EVT010_0459,T2,1,PASS,""
EVT010_0459,T2,2,PASS,""
EVT010_0459,T2,3,PASS,""
EVT010_0459,T3,1,PASS,""
EVT010_0459,T3,2,PASS,""
EVT010_0459,T3,3,PASS,""
EVT010_0459,T4,1,PASS,""
EVT010_0459,T4,2,PASS,""
EVT010_0459,T4,3,PASS,""
EVT010_0464,T2,1,,""
EVT010_0464,T2,2,,""
EVT010_0464,T2,3,,""
EVT010_0464,T3,1,,""
EVT010_0464,T3,2,,""
EVT010_0464,T3,3,,""
EVT010_0464,T4,1,,""
EVT010_0464,T4,2,,""
EVT010_0464,T4,3,,""
EVT010_0470,T2,1,,""
EVT010_0470,T2,2,,""
EVT010_0470,T2,3,,""
EVT010_0470,T3,1,,""
EVT010_0470,T3,2,,""
EVT010_0470,T3,3,,""
EVT010_0470,T4,1,,""
EVT010_0470,T4,2,,""
EVT010_0470,T4,3,,""
EVT011_0488,T2,1,PASS,""
EVT011_0488,T3,1,PASS,""
EVT011_0488,T4,1,PASS,""
EVT012_0549,T2,1,,""
EVT012_0549,T2,2,,""
EVT012_0549,T2,3,,""
EVT012_0549,T3,1,,""
EVT012_0549,T3,2,,""
EVT012_0549,T3,3,,""
EVT012_0549,T4,1,,""
EVT012_0549,T4,2,,""
EVT012_0549,T4,3,,""
EVT012_0558,T2,1,PASS,""
EVT012_0558,T2,2,PASS,""
EVT012_0558,T2,3,PASS,""
EVT012_0558,T3,1,PASS,""
EVT012_0558,T3,2,PASS,""
EVT012_0558,T3,3,PASS,""
EVT012_0558,T4,1,PASS,""
EVT012_0558,T4,2,PASS,""
EVT012_0558,T4,3,PASS,""
EVT012_0565,T2,1,,""
EVT012_0565,T3,1,,""
EVT012_0565,T3,2,,""
EVT012_0574,T2,1,PASS,""
EVT012_0574,T2,2,PASS,""
EVT012_0574,T3,1,,""
EVT012_0574,T3,2,,""
EVT012_0574,T4,1,,""
EVT012_0574,T4,2,,""
EVT012_0591,T2,1,PASS,""
EVT012_0591,T2,2,PASS,""
EVT012_0591,T2,3,PASS,""
EVT012_0591,T3,1,PASS,""
EVT012_0591,T3,2,PASS,""
EVT012_0591,T3,3,PASS,""
EVT012_0591,T4,1,PASS,""
EVT012_0591,T4,2,PASS,""
EVT012_0591,T4,3,PASS,""
